250801_181442,GPS_GS : $GPRMC,091444.00,V,,,,,,,,,,N*71
250801_181442,GPS_GS : $GPGGA,091444.00,,,,,0,00,99.99,,,,,,*6A
250801_181443,GPS_GS : $GPRMC,091445.00,V,,,,,,,,,,N*70
250801_181443,GPS_GS : $GPGGA,091445.00,,,,,0,00,99.99,,,,,,*6B
250801_181444,GPS_GS : $GPRMC,091446.00,V,,,,,,,010825,,,N*7D
250801_181444,GPS_GS : $GPGGA,091446.00,,,,,0,00,99.99,,,,,,*68
250801_181445,GPS_GS : $GPRMC,091447.00,V,,,,,,,010825,,,N*7C
250801_181445,GPS_GS : $GPGGA,091447.00,,,,,0,00,99.99,,,,,,*69
250801_181446,GPS_GS : $GPRMC,091448.00,V,,,,,,,010825,,,N*73
250801_181446,GPS_GS : $GPGGA,091448.00,,,,,0,00,99.99,,,,,,*66
250801_181447,GPS_GS : $GPRMC,091449.00,V,,,,,,,010825,,,N*72
250801_181447,GPS_GS : $GPGGA,091449.00,,,,,0,00,99.99,,,,,,*67
250801_181448,GPS_GS : $GPRMC,091450.00,V,,,,,,,010825,,,N*7A
250801_181448,GPS_GS : $GPGGA,091450.00,,,,,0,00,99.99,,,,,,*6F
250801_181449,GPS_GS : $GPRMC,091451.00,V,,,,,,,010825,,,N*7B
250801_181449,GPS_GS : $GPGGA,091451.00,,,,,0,00,99.99,,,,,,*6E
250801_181450,GPS_GS : $GPRMC,091452.00,V,,,,,,,010825,,,N*78
